학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000012037,영등포고등학교,고등학교,1959-04-07,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 5,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.5080846,126.9331435,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010198,합덕중학교,중학교,1946-11-11,공립,본교,운영,충청남도 당진시 합덕읍 소소리 51-1,충청남도 당진시 합덕읍 면천로 1601,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.8133825,126.7624107,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007523,대야초등학교,초등학교,1946-03-01,공립,본교,운영,경상남도 창원시 진해구 여좌동 150,경상남도 창원시 진해구 여좌로84번길 7,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.15954661,128.6644414,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003420,대전갈마초등학교,초등학교,1963-03-21,공립,본교,운영,대전광역시 서구 갈마동 114-26,대전광역시 서구 월평동로 2,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.35593389,127.3689949,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005887,대흥초등학교,초등학교,1911-09-01,공립,본교,운영,충청남도 예산군 대흥면 동서리 82-1,충청남도 예산군 대흥면 의좋은형제길 16,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2024-11-08,36.60754788,126.7898866,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012541,청덕고등학교,고등학교,2009-03-01,공립,본교,운영,경기도 용인시 기흥구 청덕동 524,경기도 용인시 기흥구 구성1로 21,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.29233368,127.143917,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003710,복정초등학교,초등학교,1965-03-18,공립,본교,운영,경기도 성남시 수정구 복정동 665,경기도 성남시 수정구 성남대로1480번길 25,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.46247112,127.1303836,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012347,운남고등학교,고등학교,2003-03-01,공립,본교,운영,광주광역시 광산구 운남동 794-2,광주광역시 광산구 임방울대로165번길 17,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.17542994,126.8163057,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012121,혜화여자고등학교,고등학교,1955-04-05,사립,본교,운영,부산광역시 동래구 명장동 산13,부산광역시 동래구 명장로 99번길 23,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.20315589,129.1115615,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007022,금릉초등학교,초등학교,1926-05-25,공립,본교,운영,경상북도 김천시 삼락동 328,경상북도 김천시 구읍길 57,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2024-11-08,36.13952427,128.0920276,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010552,보성회천중학교,중학교,1971-03-10,공립,본교,운영,전라남도 보성군 회천면 율포리 164,전라남도 보성군 회천면 남부관광로 2399,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2024-11-08,34.6770177,127.0852353,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002461,봉학초등학교,초등학교,1952-04-07,공립,본교,운영,부산광역시 영도구 청학동 389-53,부산광역시 영도구 태종로 242,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.09553513,129.0550147,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007079,신성초등학교,초등학교,1950-03-01,공립,본교,운영,경상북도 안동시 풍천면 신성리 373,경상북도 안동시 풍천면 신성장골길 1,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.52552991,128.4624575,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002208,서울강월초등학교,초등학교,1988-05-06,공립,본교,운영,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.51634172,126.8334319,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002489,범일초등학교,초등학교,1956-04-01,공립,본교,운영,부산광역시 동구 범일동 1411-3,부산광역시 동구 증산서로 55,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2024-11-08,35.13957208,129.0496524,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000001918,서울대신초등학교,초등학교,1965-03-10,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-11-08,37.55795026,126.9480572,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006212,김제중앙초등학교,초등학교,1911-06-24,공립,본교,운영,전북특별자치도 김제시 요촌동 214-1,전북특별자치도 김제시 동서로 193,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2024-11-08,35.8009089,126.8887509,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004960,천곡초등학교,초등학교,1994-03-01,공립,본교,운영,강원특별자치도 동해시 천곡동 320-1,강원특별자치도 동해시 동굴로 33,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2024-11-08,37.5177868,129.1078871,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011435,인천미래생활고등학교,고등학교,1996-03-01,공립,본교,운영,인천광역시 부평구 부개동 499-9,인천광역시 부평구 수변로 165,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2024-11-08,37.50056712,126.7426846,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002097,서울덕수초등학교,초등학교,1912-04-01,공립,본교,운영,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.56908888,126.9746579,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000025646,고림고등학교,고등학교,2016-03-01,공립,본교,운영,경기도 용인시 처인구 고림동 650-1,경기도 용인시 처인구 고림로 165,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.24717747,127.2195504,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002691,재송초등학교,초등학교,1982-04-28,공립,본교,운영,부산광역시 해운대구 재송동 1120-3,부산광역시 해운대구 재반로64번길 33,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.18643767,129.1277656,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003233,광주풍향초등학교,초등학교,1980-04-21,공립,본교,운영,광주광역시 북구 두암동 800,광주광역시 북구 군왕로51번길 77,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.1672729,126.9276115,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002247,서울등명초등학교,초등학교,1995-09-01,공립,본교,운영,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.56089445,126.8423822,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008379,상현중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 동작구 상도동 111-52,서울특별시 동작구 사당로2길 2-19,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.49398955,126.9603433,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010089,송남중학교,중학교,1971-03-12,공립,본교,운영,충청남도 아산시 송악면 역촌리 353-1,충청남도 아산시 송악면 송악로714번길 37,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2024-11-08,36.72154175,127.0043515,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009732,대룡중학교,중학교,2007-03-01,공립,본교,운영,강원특별자치도 춘천시 퇴계동 1036-1,강원특별자치도 춘천시 퇴계농공로 65,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2024-11-08,37.84730259,127.7446209,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003707,성수초등학교,초등학교,1987-02-14,공립,본교,운영,경기도 성남시 수정구 수진동 4786,경기도 성남시 수정구 모란로 11,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.43376609,127.1272377,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009035,대전탄방중학교,중학교,1992-03-05,공립,본교,운영,대전광역시 서구 둔산동 1512,대전광역시 서구 문정로 181,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.35044287,127.394387,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009209,매송중학교,중학교,1994-03-01,공립,본교,운영,경기도 성남시 분당구 이매동 145,경기도 성남시 분당구 탄천로 49,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2024-11-08,37.39673763,127.1233688,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022961,감곡초등학교,초등학교,1956-09-01,공립,본교,운영,충청남도 논산시 부적면 외성리 366-3,충청남도 논산시 부적면 계백로 1676-26,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2024-11-08,36.21028799,127.160577,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011421,인천재능고등학교,고등학교,1954-06-21,사립,본교,운영,인천광역시 동구 송림동 37-382,인천광역시 동구 재능로 178,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2024-11-08,37.47553313,126.6504734,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002392,서울안암초등학교,초등학교,1960-06-07,공립,본교,운영,서울특별시 성북구 안암동2가 93,서울특별시 성북구 고려대로7가길 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-11-08,37.5871587,127.0220989,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008548,동해중학교,중학교,1967-11-27,사립,본교,운영,부산광역시 동래구 명륜동 8-25,부산광역시 동래구 시실로 19-39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.21702368,129.0889348,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012221,원화여자고등학교,고등학교,1955-03-01,사립,본교,운영,대구광역시 달서구 성당동 670-30,대구광역시 달서구 당산로30길 30,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.84830827,128.5491224,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007728,예림초등학교,초등학교,1936-05-30,공립,본교,운영,경상남도 밀양시 상남면 예림리 936,경상남도 밀양시 상남면 밀양대로 1524,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2024-11-08,35.46813177,128.7623779,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002890,대구월성초등학교,초등학교,1992-09-01,공립,본교,운영,대구광역시 달서구 월성동 280,대구광역시 달서구 학산로7길 26,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.83108781,128.5318978,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008389,대방중학교,중학교,1973-03-03,공립,본교,운영,서울특별시 동작구 신대방동 492-200,서울특별시 동작구 여의대방로10길 24,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.49543678,126.9130162,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005170,근남초등학교,초등학교,1956-04-26,공립,본교,운영,강원특별자치도 철원군 근남면 육단리 285-2,강원특별자치도 철원군 근남면 육단2길 34,7801000,강원특별자치도교육청,7932000,강원특별자치도철원교육지원청,2013-11-29,2024-11-08,38.23838226,127.4700992,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004260,구름산초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 광명시 소하동 1287,경기도 광명시 한내일로 5,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2024-11-08,37.45298585,126.8841355,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008091,청량중학교,중학교,1951-08-30,공립,본교,운영,서울특별시 동대문구 청량리동 14,서울특별시 동대문구 왕산로 301,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-11-08,37.58821921,127.0506225,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009778,예람중학교,중학교,1961-04-26,공립,본교,운영,강원특별자치도 동해시 단봉동 1-1,강원특별자치도 동해시 선돌길 21,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2024-11-08,37.48104844,129.1240127,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024293,종촌초등학교,초등학교,2015-03-01,공립,본교,운영,세종특별자치시 종촌동 684,세종특별자치시 도움1로 160,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.50303584,127.2419004,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009021,대전도마중학교,중학교,1985-03-05,공립,본교,운영,대전광역시 서구 도마동 111-3,대전광역시 서구 도솔2길 22,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.31917326,127.3723111,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006336,성내초등학교,초등학교,1924-04-21,공립,본교,운영,전북특별자치도 고창군 성내면 양계리 481,전북특별자치도 고창군 성내면 시기2길 2,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2013-11-29,2024-11-08,35.53805506,126.7447764,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008668,오성중학교,중학교,1952-11-01,사립,본교,운영,대구광역시 수성구 만촌동 1070,대구광역시 수성구 달구벌대로522길 78,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.85447266,128.6447837,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011887,군산기계공업고등학교,고등학교,1975-03-01,공립,본교,운영,전북특별자치도 군산시 문화동 751,전북특별자치도 군산시 군중길 28,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2013-11-29,2024-11-08,35.97728004,126.7003422,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003897,정지초등학교,초등학교,1998-09-01,공립,본교,운영,경기도 안산시 단원구 선부동 1084,경기도 안산시 단원구 정지로 57,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2024-11-08,37.34159982,126.8112705,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008250,용강중학교,중학교,1968-10-17,공립,본교,운영,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.52157693,126.9754853,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009496,감정중학교,중학교,2006-03-01,공립,본교,운영,경기도 김포시 감정동 595,경기도 김포시 감정로 25,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2024-11-08,37.62110744,126.7009004,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006464,화정초등학교,초등학교,1932-04-14,공립,본교,운영,전라남도 여수시 화정면 개도리 624,전라남도 여수시 화정면 개도화산길 50,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.57068963,127.6596288,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008467,초장중학교,중학교,1984-01-07,공립,본교,운영,부산광역시 서구 초장동 75-56,부산광역시 서구 해돋이로 205,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.09477125,129.0182218,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010926,성주중학교가천분교장,중학교,1953-09-01,공립,분교,운영,경상북도 성주군 가천면 창천리 861,경상북도 성주군 가천면 창천5길 13,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2013-11-29,2024-11-08,35.88671985,128.1601936,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010810,영천여자중학교,중학교,1960-04-12,공립,본교,운영,경상북도 영천시 화룡동 178-3,경상북도 영천시 상아탑길 28,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2024-11-08,35.96722562,128.9224925,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008124,연서중학교,중학교,1971-10-28,공립,본교,운영,서울특별시 은평구 증산동 193-21,서울특별시 은평구 증산서길 125-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-11-08,37.58704446,126.9092766,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010688,대흥중학교,중학교,1992-03-05,공립,본교,운영,경상북도 포항시 북구 용흥동 418-9,경상북도 포항시 북구 용흥로292번길 35,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.04530538,129.3539589,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004639,의정부청룡초등학교,초등학교,1998-09-01,공립,본교,운영,경기도 의정부시 신곡동 702-1,경기도 의정부시 장곡로322번길 21,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2024-11-08,37.73301508,127.0553494,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024384,증산초등학교,초등학교,2015-03-01,공립,본교,운영,경상남도 양산시 물금읍 범어리 2785-1,경상남도 양산시 물금읍 새실1길 50,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2024-11-08,35.31607424,129.0074452,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007030,직지초등학교,초등학교,1935-07-01,공립,본교,운영,경상북도 김천시 대항면 향천리 589-1,경상북도 김천시 대항면 대성향천길 1603,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2024-11-08,36.12308553,128.0218428,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004618,토평초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 구리시 토평동 611-3,경기도 구리시 벌말로129번길 17-1,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.58782449,127.1463829,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008779,용현여자중학교,중학교,1985-03-01,공립,본교,운영,인천광역시 미추홀구 용현동 627-38,인천광역시 미추홀구 낙섬동로 28,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2024-11-08,37.44840638,126.6406704,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003075,인천구월서초등학교,초등학교,1983-03-01,공립,본교,운영,인천광역시 남동구 구월동 1099,인천광역시 남동구 문화서로77번길 14,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2024-11-08,37.45302564,126.6950329,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004584,창현초등학교,초등학교,1998-03-01,공립,본교,운영,경기도 남양주시 화도읍 창현리 766,경기도 남양주시 화도읍 녹촌로 12,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.64594218,127.3018512,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012705,구리여자고등학교,고등학교,1982-03-05,공립,본교,운영,경기도 구리시 토평동 214,경기도 구리시 벌말로 168,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.59175747,127.1514056,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005411,안남초등학교,초등학교,1934-04-22,공립,본교,운영,충청북도 옥천군 안남면 연주리 416,충청북도 옥천군 안남면 연주길 60,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2024-11-08,36.3552713,127.6722418,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006919,포항대흥초등학교,초등학교,1992-09-01,공립,본교,운영,경상북도 포항시 북구 용흥동 418-8,경상북도 포항시 북구 용흥로 292번길 33,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.04619379,129.3517682,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010613,무안현경중학교,중학교,1971-03-01,공립,본교,운영,전라남도 무안군 현경면 외반리 580,전라남도 무안군 현경면 장군로 23,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2013-11-29,2024-11-08,35.02486435,126.4103098,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010640,삼계중학교,중학교,1965-03-10,공립,본교,운영,전라남도 장성군 삼계면 사창리 339,전라남도 장성군 삼계면 사창로 47,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2013-11-29,2024-11-08,35.2584815,126.6654827,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006520,낙안초등학교,초등학교,1917-10-05,공립,본교,운영,전라남도 순천시 낙안면 성북리 312,전라남도 순천시 낙안면 동서길 20,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2024-11-08,34.90922425,127.3428744,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006538,다도초등학교,초등학교,1918-04-01,공립,본교,운영,전라남도 나주시 다도면 궁원리 316,전라남도 나주시 다도면 다도로 636,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2024-11-08,34.95792185,126.8265124,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011440,인천보건고등학교,고등학교,1972-03-12,사립,본교,운영,인천광역시 서구 석남동 295-1,인천광역시 서구 서달로 58-16,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.50532986,126.6815492,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005197,인제남초등학교,초등학교,1965-04-01,공립,본교,운영,강원특별자치도 인제군 인제읍 남북리 210,강원특별자치도 인제군 인제읍 인제로156번길 34,7801000,강원특별자치도교육청,7962000,강원특별자치도인제교육지원청,2013-11-29,2024-11-08,38.06409774,128.1706146,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007109,송정초등학교,초등학교,1987-03-02,공립,본교,운영,경상북도 구미시 송정동 485,경상북도 구미시 송정대로6길 72-6,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2024-11-08,36.11400605,128.3479355,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011687,구림공업고등학교,고등학교,1968-03-01,공립,본교,운영,전라남도 영암군 군서면 동구림리 414-1,전라남도 영암군 군서면 왕인로 453,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2013-11-29,2024-11-08,34.75989027,126.6263371,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024567,신원고등학교,고등학교,2021-03-01,공립,본교,운영,경기도 고양시 덕양구 신원동 602,경기도 고양시 덕양구 통일로 391,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.66840557,126.886943,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007113,형일초등학교,초등학교,1993-03-01,공립,본교,운영,경상북도 구미시 형곡동 134,경상북도 구미시 형곡로14길 5-20,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2024-11-08,36.11514504,128.3299423,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013098,광양백운고등학교,고등학교,1995-03-01,공립,본교,운영,전라남도 광양시 중동 1448,전라남도 광양시 중마로 250,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2024-11-08,34.94677513,127.6911143,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006110,이리부송초등학교,초등학교,1993-04-03,공립,본교,운영,전북특별자치도 익산시 부송동 1047,전북특별자치도 익산시 부송로2길 27,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2024-11-08,35.95523555,126.9937055,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004598,와부초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 남양주시 와부읍 덕소리 75-5,경기도 남양주시 와부읍 월문천로 63,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.58704748,127.218926,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010441,여수진남중학교,중학교,1983-03-04,공립,본교,운영,전라남도 여수시 미평동 328,전라남도 여수시 미평10길 5,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2025-02-28,34.7695745,127.7067839,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004287,광주초등학교,초등학교,1918-11-15,공립,본교,운영,경기도 광주시 경안동 47-1,경기도 광주시 중앙로123번길 22,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2024-11-08,37.41062971,127.2552011,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009116,언양중학교,중학교,1926-05-01,공립,본교,운영,울산광역시 울주군 언양읍 동부리 15-1,울산광역시 울주군 언양읍 북문13길 7,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2024-11-08,35.57274968,129.1276791,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008276,보성중학교,중학교,1906-09-05,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.52008989,127.1357293,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011692,영산성지고등학교,고등학교,1998-03-10,사립,본교,운영,전라남도 영광군 백수읍 길용리 77,전라남도 영광군 백수읍 성지로 1218-6,8490000,전라남도교육청,8681000,전라남도영광교육지원청,2013-11-29,2024-11-08,35.32251596,126.4361801,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022923,두마초등학교,초등학교,1923-06-01,공립,본교,운영,충청남도 계룡시 두마면 두계리 60-1,충청남도 계룡시 두마면 팥거리로 160,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2024-11-08,36.2696785,127.2695559,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013216,오상고등학교,고등학교,1945-10-16,사립,본교,운영,경상북도 구미시 장천면 상장리 700,경상북도 구미시 장천면 강동로 164,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2024-11-08,36.12502535,128.4961942,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005090,내성초등학교,초등학교,1969-03-01,공립,본교,운영,강원특별자치도 영월군 영월읍 영흥리 789-1,강원특별자치도 영월군 영월읍 내성안길 9,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2024-11-08,37.19013485,128.4751137,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011294,한양공업고등학교,고등학교,1945-09-01,사립,본교,운영,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.5658716,127.0114433,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000025129,울산초등학교,초등학교,1907-04-10,공립,본교,운영,울산광역시 중구 유곡동 263,울산광역시 중구 종가5길 30,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.562033,129.2993652,2025-03-25,B555223,재단법인한국지방교육행정연구재단
