번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
28032,미국,ethyl formate,기타식물성유지,모든 식품,"(GRAS: [향료 및 보조제] 0.01% 이하, GMP에 따라 사용)","ethyl formate (GRAS: [향료 및 보조제] 0.01% 이하, GMP에 따라 사용)"
28031,미국,enzyme-modified fats,기타식물성유지,모든 식품,(GRAS: [향료 및 보조제] GMP에 따라 사용),enzyme-modified fats (GRAS: [향료 및 보조제] GMP에 따라 사용)
28030,미국,"essential oils, oleoresins (solvent-free), and natural extractives (including distillates)",기타식물성유지,모든 식품,"(GRAS Sec. 182.20 필수지방산, 무-용매 올레오레진 및 천연추출물) (*리스트 번역본 참고)","essential oils, oleoresins (solvent-free), and natural extractives (including distillates) (GRAS Sec. 182.20 필수지방산, 무-용매 올레오레진 및 천연추출물) (*리스트 번역본 참고)"
28029,미국,fatty acids,기타식물성유지,모든 식품,"[윤활제, 결합제(binder), 소포제(deforming agent)] GMP에 따라","fatty acids [윤활제, 결합제(binder), 소포제(deforming agent)] GMP에 따라"
28028,미국,FD and C yellow no. 6,기타식물성유지,모든 식품,GMP에 따름(405 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),FD and C yellow no. 6 GMP에 따름(405 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28027,미국,ferric ammonium citrate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferric ammonium citrate (GRAS: [영양강화제] GMP에 따라 사용)
28026,미국,ferric chloride,기타식물성유지,모든 식품,(GRAS: [향료] GMP에 따라 사용),ferric chloride (GRAS: [향료] GMP에 따라 사용)
28025,미국,ferric citrate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferric citrate (GRAS: [영양강화제] GMP에 따라 사용)
28024,미국,ferric phosphate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferric phosphate (GRAS: [영양강화제] GMP에 따라 사용)
28023,미국,ferric pyrophosphate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferric pyrophosphate (GRAS: [영양강화제] GMP에 따라 사용)
28022,미국,ferric sulfate,기타식물성유지,모든 식품,(GRAS: [향료] GMP에 따라 사용),ferric sulfate (GRAS: [향료] GMP에 따라 사용)
28021,미국,ferrous ascorbate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous ascorbate (GRAS: [영양강화제] GMP에 따라 사용)
28020,미국,ferrous carbonate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous carbonate (GRAS: [영양강화제] GMP에 따라 사용)
28019,미국,ferrous citrate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous citrate (GRAS: [영양강화제] GMP에 따라 사용)
28018,미국,ferrous fumarate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous fumarate (GRAS: [영양강화제] GMP에 따라 사용)
28017,미국,ferrous gluconate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous gluconate (GRAS: [영양강화제] GMP에 따라 사용)
28016,미국,ferrous lactate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous lactate (GRAS: [영양강화제] GMP에 따라 사용)
28015,미국,ferrous sulfate,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),ferrous sulfate (GRAS: [영양강화제] GMP에 따라 사용)
28014,미국,ficin,기타식물성유지,모든 식품,"(GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)","ficin (GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)"
28013,미국,food blue no. 1 (brillant blue FCF),기타식물성유지,모든 식품,GMP에 따름(401 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food blue no. 1 (brillant blue FCF) GMP에 따름(401 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28012,미국,food blue no. 2 (indigo carmine),기타식물성유지,모든 식품,GMP에 따름(402 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food blue no. 2 (indigo carmine) GMP에 따름(402 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28011,미국,food green no. 3 (fast green FCF),기타식물성유지,모든 식품,GMP에 따름(403 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food green no. 3 (fast green FCF) GMP에 따름(403 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28010,미국,food red no. 3 (erythrosin),기타식물성유지,모든 식품,GMP에 따름(402 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food red no. 3 (erythrosin) GMP에 따름(402 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28009,미국,food red no. 40 (allura red),기타식물성유지,모든 식품,GMP에 따름(403 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food red no. 40 (allura red) GMP에 따름(403 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28008,미국,food starch modified,기타식물성유지,모든 식품,"물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용","food starch modified 물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용"
28007,미국,food yellow no. 5 (sunset yellow; 베트남.sunset yellow FCF),기타식물성유지,모든 식품,GMP에 따름(404 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외),food yellow no. 5 (sunset yellow; 베트남.sunset yellow FCF) GMP에 따름(404 조항에 따라 식품의 색상을 표시하는 데 사용되지 않는 식품 제외)
28006,미국,furcelleran,기타식물성유지,모든 식품,"유화제, 안정제, 증점제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)","furcelleran 유화제, 안정제, 증점제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)"
28005,미국,flavoring agents and related substance,기타식물성유지,모든 식품,"[향미성분(flavoring substance), 보조제] GMP에 따라(목록은 번역본에 제공됨, Styrene 제외)","flavoring agents and related substance [향미성분(flavoring substance), 보조제] GMP에 따라(목록은 번역본에 제공됨, Styrene 제외)"
28004,미국,garlic and its derivatives,기타식물성유지,모든 식품,(GRAS: [향료 및 보조제] GMP에 따라 사용),garlic and its derivatives (GRAS: [향료 및 보조제] GMP에 따라 사용)
28003,미국,gellan gum,기타식물성유지,모든 식품,"[안정제(stabilizer), 증점제(thickener)] GMP에 따라","gellan gum [안정제(stabilizer), 증점제(thickener)] GMP에 따라"
28002,미국,glucono-δ-lactone,기타식물성유지,모든 식품,"(GRAS: [보존 및 절임제, 팽창제, 산도조절제, 격리제] GMP에 따라 사용)","glucono-δ-lactone (GRAS: [보존 및 절임제, 팽창제, 산도조절제, 격리제] GMP에 따라 사용)"
28001,미국,glycerin,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),glycerin (GRAS[다목적]: GMP에 따라 사용)
28000,미국,glyceryl behenate,기타식물성유지,모든 식품,"(GRAS: [조성보조제] 정제에 사용하기 위한 부형제 정제로 사용, GMP에 따라 사용)","glyceryl behenate (GRAS: [조성보조제] 정제에 사용하기 위한 부형제 정제로 사용, GMP에 따라 사용)"
27999,미국,glyceryl monostearate,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),glyceryl monostearate (GRAS:  GMP에 따라 사용)
27998,미국,glyceryl palmitostearate,기타식물성유지,모든 식품,"(GRAS: [조성보조제] 정제에 사용하기 위한 부형제 정제로 사용, GMP에 따라 사용)","glyceryl palmitostearate (GRAS: [조성보조제] 정제에 사용하기 위한 부형제 정제로 사용, GMP에 따라 사용)"
27997,미국,glyceryl tristearate,기타식물성유지,모든 식품,"[제형 보조제, 윤활제 및 이형제, 표면처리제] 0.5% 이하","glyceryl tristearate [제형 보조제, 윤활제 및 이형제, 표면처리제] 0.5% 이하"
27996,미국,glyceryl-lacto esters of fatty acids,기타식물성유지,모든 식품,[유화제 또는 가소제] 물리적 효과를 위해 요구되는 양보다 크지 않게 사용,glyceryl-lacto esters of fatty acids [유화제 또는 가소제] 물리적 효과를 위해 요구되는 양보다 크지 않게 사용
27995,미국,ground limestone,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),ground limestone (GRAS:  GMP에 따라 사용)
27994,미국,guar gum,기타식물성유지,모든 식품,"(GRAS: [유화제, 유화제염, 응고제, 조성보조제, 안정제, 증점제] 0.5% 이하)","guar gum (GRAS: [유화제, 유화제염, 응고제, 조성보조제, 안정제, 증점제] 0.5% 이하)"
27993,미국,gum ghatti,기타식물성유지,모든 식품,"(GRAS: [유화제, 유화제염] 0.1% 이하)","gum ghatti (GRAS: [유화제, 유화제염] 0.1% 이하)"
27992,미국,gum tragacanth,기타식물성유지,모든 식품,"(GRAS: [유화제, 유화제염, 조성보조제, 안정제, 증점제] 0.1% 이하)","gum tragacanth (GRAS: [유화제, 유화제염, 조성보조제, 안정제, 증점제] 0.1% 이하)"
27991,미국,glutamic acid,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 염대치물(salt substitute)로 사용되는 경우),glutamic acid (GRAS[다목적]: GMP에 따라 염대치물(salt substitute)로 사용되는 경우)
27990,미국,glutamic acid hydrochloride,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 염대치물(salt substitute)로 사용되는 경우),glutamic acid hydrochloride (GRAS[다목적]: GMP에 따라 염대치물(salt substitute)로 사용되는 경우)
27989,미국,helium,기타식물성유지,모든 식품,(GRAS: [가공보조제] GMP에 따라 사용),helium (GRAS: [가공보조제] GMP에 따라 사용)
27988,미국,high fructose corn syrup,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),high fructose corn syrup (GRAS:  GMP에 따라 사용)
27987,미국,hydrochloric acid,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 중화제(neutralizing agent)와 완충제(buffer agent)로 사용할 때),hydrochloric acid (GRAS[다목적]: GMP에 따라 중화제(neutralizing agent)와 완충제(buffer agent)로 사용할 때)
27986,미국,hydroxylated lecithin,기타식물성유지,모든 식품,[유화제] GMP에 따라(유화제로 사용하기에 적합하지 않은 스탠다드화된 식품 제외),hydroxylated lecithin [유화제] GMP에 따라(유화제로 사용하기에 적합하지 않은 스탠다드화된 식품 제외)
27985,미국,inositol,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),inositol (GRAS: [영양강화제] GMP에 따라 사용)
27984,미국,invert sugar,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),invert sugar (GRAS:  GMP에 따라 사용)
27983,미국,"iron, elemental",기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),"iron, elemental (GRAS: [영양강화제] GMP에 따라 사용)"
27982,미국,lactic acid,기타식물성유지,모든 식품,"(GRAS: [보존료, 보존 및 절임제, 향미증진제, 향료 및 보조제, 산도조절제, 용매 및 용제] 유아용 식품 및 영아용 조제식 제외, GMP에 따라 사용)","lactic acid (GRAS: [보존료, 보존 및 절임제, 향미증진제, 향료 및 보조제, 산도조절제, 용매 및 용제] 유아용 식품 및 영아용 조제식 제외, GMP에 따라 사용)"
27981,미국,lactylated fatty acid esters of glycerol and propylene glycol,기타식물성유지,모든 식품,"[유화제, 가소제(plasticizers), 또는 계면활성제 surface-active agents)] 물리적 효과를 위해 요구되는 양보다 크지 않게 사용","lactylated fatty acid esters of glycerol and propylene glycol [유화제, 가소제(plasticizers), 또는 계면활성제 surface-active agents)] 물리적 효과를 위해 요구되는 양보다 크지 않게 사용"
27980,미국,lecithin,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),lecithin (GRAS:  GMP에 따라 사용)
27979,미국,licorice and licorice derivatives,기타식물성유지,모든 식품,"(GRAS: [향미증진제, 향료] 설탕대체식품을 제외, 0.1% 이하, 이 성분은 설탕대체식품에서 열량이 없는 감미료로 사용할 수 없음)","licorice and licorice derivatives (GRAS: [향미증진제, 향료] 설탕대체식품을 제외, 0.1% 이하, 이 성분은 설탕대체식품에서 열량이 없는 감미료로 사용할 수 없음)"
27978,미국,linoleic acid,기타식물성유지,모든 식품,"(GRAS: [향료 및 보조제, 영양강화제] GMP에 따라 사용)","linoleic acid (GRAS: [향료 및 보조제, 영양강화제] GMP에 따라 사용)"
27977,미국,magnesium carbonate,기타식물성유지,모든 식품,"(GRAS: [고결방지제, 유동제, 밀가루개량제, 윤활제, 이형제, 영양강화제, 산도조절제, 가공보조제, 상승제] GMP에 따라 사용)","magnesium carbonate (GRAS: [고결방지제, 유동제, 밀가루개량제, 윤활제, 이형제, 영양강화제, 산도조절제, 가공보조제, 상승제] GMP에 따라 사용)"
27976,미국,magnesium chloride,기타식물성유지,모든 식품,"(GRAS: [향료 및 보조제, 영양강화제] GMP에 따라 사용)","magnesium chloride (GRAS: [향료 및 보조제, 영양강화제] GMP에 따라 사용)"
27975,미국,magnesium hydroxide,기타식물성유지,모든 식품,"(GRAS: [영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)","magnesium hydroxide (GRAS: [영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)"
27974,미국,magnesium oxide,기타식물성유지,모든 식품,"(GRAS: [고결방지제, 유동제, 응고제, 윤활제, 이형제, 영양강화제, 산도조절제] GMP에 따라 사용)","magnesium oxide (GRAS: [고결방지제, 유동제, 응고제, 윤활제, 이형제, 영양강화제, 산도조절제] GMP에 따라 사용)"
27973,미국,magnesium phosphate,기타식물성유지,모든 식품,"(GRAS: [영양강화제, 산도조절제] GMP에 따라 사용)","magnesium phosphate (GRAS: [영양강화제, 산도조절제] GMP에 따라 사용)"
27972,미국,magnesium stearate,기타식물성유지,모든 식품,"(GRAS: [윤활제, 이형제, 영양강화제, 가공보조제] GMP에 따라 사용)","magnesium stearate (GRAS: [윤활제, 이형제, 영양강화제, 가공보조제] GMP에 따라 사용)"
27971,미국,magnesium sulphate (magnesium sulfate),기타식물성유지,모든 식품,"(GRAS: [향미증진제, 영양강화제, 가공보조제] GMP에 따라 사용)","magnesium sulphate (magnesium sulfate) (GRAS: [향미증진제, 영양강화제, 가공보조제] GMP에 따라 사용)"
27970,미국,malic acid,기타식물성유지,모든 식품,"(GRAS: [향미증진제, 향료 및 보조제, 산도조절제] 유아용 식품 제외, 0.7% 이하, GMP에 따라 사용)","malic acid (GRAS: [향미증진제, 향료 및 보조제, 산도조절제] 유아용 식품 제외, 0.7% 이하, GMP에 따라 사용)"
27969,미국,malt,기타식물성유지,모든 식품,"(GRAS: [효소제] 전분이나 전분유래 다당류를 가수분해하는 효소로 사용, GMP에 따라 사용)","malt (GRAS: [효소제] 전분이나 전분유래 다당류를 가수분해하는 효소로 사용, GMP에 따라 사용)"
27968,미국,malt syrup (malt extract),기타식물성유지,모든 식품,(GRAS: [향료 및 보조제] GMP에 따라 사용),malt syrup (malt extract) (GRAS: [향료 및 보조제] GMP에 따라 사용)
27967,미국,maltodextrin,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),maltodextrin (GRAS:  GMP에 따라 사용)
27966,미국,manganese chloride,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),manganese chloride (GRAS: [영양강화제] GMP에 따라 사용)
27965,미국,methyl cellulose,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),methyl cellulose (GRAS[다목적]: GMP에 따라 사용)
27964,미국,methyl ethyl cellulose,기타식물성유지,모든 식품,"[에어레이팅(aerating), 유화제, 소포제] 합리적으로 필요한 양을 초과하지 않는 수준으로","methyl ethyl cellulose [에어레이팅(aerating), 유화제, 소포제] 합리적으로 필요한 양을 초과하지 않는 수준으로"
27963,미국,methylparaben,기타식물성유지,모든 식품,"(GRAS: [보존료] 0.1% 이하, GMP에 따라 사용)","methylparaben (GRAS: [보존료] 0.1% 이하, GMP에 따라 사용)"
27962,미국,modified cottonseed products intended for human consumption,기타식물성유지,모든 식품,"(1) 유리 고시폴(free gossypol) 내용물은 450ppm을 초과하지 않아야 한다.
(2) 총 비소로서 0.2ppm의 최대자연농도(maximum natural background) 수준을 초과불가","modified cottonseed products intended for human consumption (1) 유리 고시폴(free gossypol) 내용물은 450ppm을 초과하지 않아야 한다.
(2) 총 비소로서 0.2ppm의 최대자연농도(maximum natural background) 수준을 초과불가"
27961,미국,mono- and diglycerides,기타식물성유지,모든 식품,"(GRAS: [반죽강화제, 유화제, 유화제염, 향료 및 보조제, 조성보조제, 윤활제, 이형제, 용매 및 용제, 안정제, 증점제, 계면활성제, 표면처리제, 텍스처라이저] GMP에 따라 사용)","mono- and diglycerides (GRAS: [반죽강화제, 유화제, 유화제염, 향료 및 보조제, 조성보조제, 윤활제, 이형제, 용매 및 용제, 안정제, 증점제, 계면활성제, 표면처리제, 텍스처라이저] GMP에 따라 사용)"
27960,미국,monoammonium glutamate,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),monoammonium glutamate (GRAS[다목적]: GMP에 따라 사용)
27959,미국,monopotassium glutamate,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),monopotassium glutamate (GRAS[다목적]: GMP에 따라 사용)
27958,미국,monobasic calcium phosphate,기타식물성유지,모든 식품,(GRAS[금속이온제거제]: GMP에 따라 사용),monobasic calcium phosphate (GRAS[금속이온제거제]: GMP에 따라 사용)
27957,미국,niacin,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),niacin (GRAS: [영양강화제] GMP에 따라 사용)
27956,미국,niacinamide,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),niacinamide (GRAS: [영양강화제] GMP에 따라 사용)
27955,미국,nickel,기타식물성유지,모든 식품,"(GRAS: [촉매제] 유지의 수소화에 사용, 현행 GMP에는 유지를 수소화한 다음 니켈을 제거하는 것이 포함, GMP에 따라 사용)","nickel (GRAS: [촉매제] 유지의 수소화에 사용, 현행 GMP에는 유지를 수소화한 다음 니켈을 제거하는 것이 포함, GMP에 따라 사용)"
27954,미국,nitrogen,기타식물성유지,모든 식품,"(GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)","nitrogen (GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)"
27953,미국,n-butane and iso-butane,기타식물성유지,모든 식품,"(GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)","n-butane and iso-butane (GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)"
27952,미국,"natural extractives (solventfree) used in conjunction with spices, seasonings, and flavorings",기타식물성유지,모든 식품,"(GRAS Sec. 182.40 향신료, 조미료 및 향료와 함께 사용하는 천연추출물) (*리스트 번역본 참고)","natural extractives (solventfree) used in conjunction with spices, seasonings, and flavorings (GRAS Sec. 182.40 향신료, 조미료 및 향료와 함께 사용하는 천연추출물) (*리스트 번역본 참고)"
27951,미국,oil of rue,기타식물성유지,모든 식품,(GRAS: [향료 및 보조제] 4ppm 이하),oil of rue (GRAS: [향료 및 보조제] 4ppm 이하)
27950,미국,oleic acid derived from tall oil fatty acids,기타식물성유지,모든 식품,"[윤활제, 결합제(binder), 소포제(deforming agent)] GMP에 따라","oleic acid derived from tall oil fatty acids [윤활제, 결합제(binder), 소포제(deforming agent)] GMP에 따라"
27949,미국,pancreatin,기타식물성유지,모든 식품,"(GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)","pancreatin (GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)"
27948,미국,papain,기타식물성유지,모든 식품,"(GRAS: [효소제, 가공보조제, 텍스처라이저] GMP에 따라 사용)","papain (GRAS: [효소제, 가공보조제, 텍스처라이저] GMP에 따라 사용)"
27947,미국,paprika,기타식물성유지,모든 식품,GMP에 따름,paprika GMP에 따름
27946,미국,pectin,기타식물성유지,모든 식품,"(GRAS: [유화제, 안정제, 증점제] GMP에 따라 사용)","pectin (GRAS: [유화제, 안정제, 증점제] GMP에 따라 사용)"
27945,미국,pepsin,기타식물성유지,모든 식품,"(GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)","pepsin (GRAS: [효소제] 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)"
27944,미국,peptones,기타식물성유지,모든 식품,"(GRAS: [영양강화제, 가공보조제, 계면활성제] GMP에 따라 사용)","peptones (GRAS: [영양강화제, 가공보조제, 계면활성제] GMP에 따라 사용)"
27943,미국,petroleum wax,기타식물성유지,모든 식품,의도된 효과를 위해 요구되는 최소한의 양으로,petroleum wax 의도된 효과를 위해 요구되는 최소한의 양으로
27942,미국,phosphoric acid,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),phosphoric acid (GRAS[다목적]: GMP에 따라 사용)
27941,미국,polyethylene glycol,기타식물성유지,모든 식품,"[코팅제(coating), 결합제(binder), 가소제(plasticizing agent) 및/또는 윤활제(lubricant)] 물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용","polyethylene glycol [코팅제(coating), 결합제(binder), 가소제(plasticizing agent) 및/또는 윤활제(lubricant)] 물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용"
27940,미국,polyglycerol esters of fatty acids,기타식물성유지,모든 식품,"[유화제] 물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용","polyglycerol esters of fatty acids [유화제] 물리적, 기술적 효과를 위해 요구되는 양보다 크지 않게 사용"
27939,미국,potassium alginate,기타식물성유지,모든 식품,"(GRAS: [안정제, 증점제] 0.01% 이하)","potassium alginate (GRAS: [안정제, 증점제] 0.01% 이하)"
27938,미국,potassium bicarbonate,기타식물성유지,모든 식품,"(GRAS: [조성보조제, 영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)","potassium bicarbonate (GRAS: [조성보조제, 영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)"
27937,미국,potassium carbonate,기타식물성유지,모든 식품,"(GRAS: [향료 및 보조제, 영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)","potassium carbonate (GRAS: [향료 및 보조제, 영양강화제, 산도조절제, 가공보조제] GMP에 따라 사용)"
27936,미국,potassium chloride,기타식물성유지,모든 식품,"(GRAS: [향미증진제, 향료, 영양강화제, 산도조절제, 안정제, 증점제] GMP에 따라 사용)","potassium chloride (GRAS: [향미증진제, 향료, 영양강화제, 산도조절제, 안정제, 증점제] GMP에 따라 사용)"
27935,미국,potassium citrate,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),potassium citrate (GRAS:  GMP에 따라 사용)
27934,미국,potassium hydroxide,기타식물성유지,모든 식품,"(GRAS: [조성보조제, 산도조절제, 가공보조제, 안정제, 증점제] GMP에 따라 사용)","potassium hydroxide (GRAS: [조성보조제, 산도조절제, 가공보조제, 안정제, 증점제] GMP에 따라 사용)"
27933,미국,potassium lactate,기타식물성유지,모든 식품,"(GRAS: [향미증진제, 향료 및 보조제, 습윤제, 산도조절제] GMP에 따라 사용)","potassium lactate (GRAS: [향미증진제, 향료 및 보조제, 습윤제, 산도조절제] GMP에 따라 사용)"
27932,미국,potassium sorbate,기타식물성유지,모든 식품,(GRAS[보존료]: GMP에 따라 사용),potassium sorbate (GRAS[보존료]: GMP에 따라 사용)
27931,미국,propane,기타식물성유지,모든 식품,"(GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)","propane (GRAS: [추진제, 풍화제, 가스] GMP에 따라 사용)"
27930,미국,propionic acid,기타식물성유지,모든 식품,"(GRAS: [보존료, 향료] GMP에 따라 사용)","propionic acid (GRAS: [보존료, 향료] GMP에 따라 사용)"
27929,미국,propyl gallate,기타식물성유지,모든 식품,"(GRAS: [산화방지제] 총 산화방지제 함량: 지방 또는 기름 함량(식품내 필수(휘발성)기름함량을 포함) 0.02% 이하, GMP에 따라 사용)","propyl gallate (GRAS: [산화방지제] 총 산화방지제 함량: 지방 또는 기름 함량(식품내 필수(휘발성)기름함량을 포함) 0.02% 이하, GMP에 따라 사용)"
27928,미국,propylene glycol,기타식물성유지,모든 식품,"(GRAS: [고결방지제, 산화방지제, 반죽강화제, 유화제, 향료, 조성보조제, 습윤제, 가공보조제, 용매 및 용제, 안정제, 증점제, 계면활성제, 텍스처라이저] 2.0% 이하, GMP에 따라 사용)","propylene glycol (GRAS: [고결방지제, 산화방지제, 반죽강화제, 유화제, 향료, 조성보조제, 습윤제, 가공보조제, 용매 및 용제, 안정제, 증점제, 계면활성제, 텍스처라이저] 2.0% 이하, GMP에 따라 사용)"
27927,미국,propylene glycol mono and diesters of fats and fatty acids,기타식물성유지,모든 식품,합리적으로 필요한 양을 초과하지 않는 수준으로,propylene glycol mono and diesters of fats and fatty acids 합리적으로 필요한 양을 초과하지 않는 수준으로
27926,미국,propylparaben,기타식물성유지,모든 식품,"(GRAS: [보존료] 0.1% 이하, GMP에 따라 사용)","propylparaben (GRAS: [보존료] 0.1% 이하, GMP에 따라 사용)"
27925,미국,paprika oleoresins,기타식물성유지,모든 식품,GMP에 따름(제170절부터 189까지의 해당 식품 첨가물에 해당하는 oleoresins에 허용되는 이 장의(a)(1)에 열거된 용매 잔류물을 함유하지 않아야 한다),paprika oleoresins GMP에 따름(제170절부터 189까지의 해당 식품 첨가물에 해당하는 oleoresins에 허용되는 이 장의(a)(1)에 열거된 용매 잔류물을 함유하지 않아야 한다)
27924,미국,"polyvinylpyrrolidone, insoluble",기타식물성유지,모든 식품,[식품정제용 코팅제(food-tablet coatings)] 최종식품의 0.1% 이하. sec. 173.55에 명시된 사용기준에 따름,"polyvinylpyrrolidone, insoluble [식품정제용 코팅제(food-tablet coatings)] 최종식품의 0.1% 이하. sec. 173.55에 명시된 사용기준에 따름"
27923,미국,reduced lactose whey,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),reduced lactose whey (GRAS:  GMP에 따라 사용)
27922,미국,reduced minerals whey,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),reduced minerals whey (GRAS:  GMP에 따라 사용)
27921,미국,riboflavin,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),riboflavin (GRAS: [영양강화제] GMP에 따라 사용)
27920,미국,riboflavin,기타식물성유지,모든 식품,GMP에 따름,riboflavin GMP에 따름
27919,미국,riboflavin 5'-phosphate sodium,기타식물성유지,모든 식품,(GRAS: [영양강화제] GMP에 따라 사용),riboflavin 5'-phosphate sodium (GRAS: [영양강화제] GMP에 따라 사용)
27918,미국,rue,기타식물성유지,모든 식품,(GRAS: [향료 및 보조제] 2ppm 이하),rue (GRAS: [향료 및 보조제] 2ppm 이하)
27917,미국,safrole free extract of sassafras,기타식물성유지,모든 식품,향료로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙),safrole free extract of sassafras 향료로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)
27916,미국,salts of carrageenan,기타식물성유지,모든 식품,"[유화제(emulsifier), 안정제(stabilizer),  증점제thickener)] 필요한 양으로 사용된다.","salts of carrageenan [유화제(emulsifier), 안정제(stabilizer),  증점제thickener)] 필요한 양으로 사용된다."
27915,미국,salts of fatty acids,기타식물성유지,모든 식품,"[유화제, 결합제(binder), 고결방지제] GMP에 따라","salts of fatty acids [유화제, 결합제(binder), 고결방지제] GMP에 따라"
27914,미국,salts of furcelleran,기타식물성유지,모든 식품,"유화제, 안정제, 증점제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)","salts of furcelleran 유화제, 안정제, 증점제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)"
