"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분","도서관 구분명","위도","경도"
"2618","손기정어린이도서관","0015","중구","서울특별시 중구 손기정로 101","02-2230-2945","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일(일요일 제외)","0001","공공도서관","37.5551209","126.9625541"
"2715","신당누리도서관","0015","중구","서울특별시 중구 다산로 33길 3 1층 ","02-2230-2960","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일, 법정공휴일","0001","공공도서관","37.5620188844565","127.014445018452"
"923","어울림도서관","0015","중구","서울특별시 중구 다산로38길 66-35","02-2230-2901","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~22:00","매주 월요일 및 법정공휴일(일요일제외)","0001","공공도서관","37.56171915","127.0189284"
"69","한국학생공공도서관대학문화원(구한국학생도서관)","0015","중구","서울특별시 중구 동호로27길 30","02-2275-0753","http://www.ksplibrary.co.kr/","평일 : 07:00~21:00, 주말 : 09:00~21:00","설, 추석연휴","0001","공공도서관","37.56070426","127.0021513"
"2144","양원숲속도서관","0020","중랑구","서울특별시 중랑구 송림길 172(망우동)","02-432-0710","http://www.jungnanglib.seoul.kr/ywlib/","평일 : 09:00~18:00, 주말 : 토:09:00?17:00, 일:10:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.60266318","127.1039257"
"29","중랑구립면목정보도서관","0020","중랑구","서울특별시 중랑구 면목로 397(면목동)","02-432-4123","http://www.jungnanglib.seoul.kr/mmlib/","평일 : 09:00~22:00(월요일은 09:00~17:00), 주말 : 09:00~17:00","매월 쳇째, 셋째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.58735398","127.0875542"
"28","중랑구립정보도서관","0020","중랑구","서울특별시 중랑구 신내로15길 197(묵동)","02-3407-1111","http://www.jungnanglib.seoul.kr","평일 : 09:00~22:00(월요일은 09:00~18:00), 주말 : 09:00~17:00","매월 둘째, 넷째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.61517065","127.0869063"
"2638","중랑상봉도서관","0020","중랑구","서울특별시 중랑구 동일로114길 10(상봉동)","02-2209-0094","http://www.jungnanglib.seoul.kr/sblib/index.php","평일 : 09:00~22:00(유아어린이자료실 09:00~18:00, 스마트라운지: 09:00~20:00) 주말 : 09:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.5930958","127.0787114"
"1078","중랑숲어린이도서관","0020","중랑구","서울특별시 중랑구 망우로73길 46-1(망우동)","02-6235-1150","http://www.jungnanglib.seoul.kr/suplib/index.php","평일 : 09:00~18:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.60266318","127.1039257"
"1688","중화어린이도서관","0020","중랑구","서울특별시 중랑구 중랑역로3길 28(중화동)","02-494-1846","https://www.jungnanglib.seoul.kr/jhklib/","평일 : 09:00~18:00, 토요일 : 10:00~17:00","매주 일요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.59504537","127.0747092"
